Time,Temperature(C),Humidity(%),Light(lux),Behavior
2025-04-12 01:20,30.2,58.6,2082,Sleeping
2025-04-12 01:30,28.4,61.3,1686,Sleeping
2025-04-12 01:40,25.0,63.1,785,Idle
2025-04-12 01:50,29.7,62.1,1990,Sleeping
2025-04-12 02:00,26.5,55.3,1184,Sleeping
2025-04-12 02:10,27.6,50.7,1217,Idle
2025-04-12 02:20,32.4,65.8,1731,Idle
2025-04-12 02:30,29.6,60.3,1364,Sleeping
2025-04-12 02:40,25.1,60.5,1760,Idle
2025-04-12 02:50,25.8,54.7,1986,Idle
2025-04-12 03:00,28.2,61.0,1557,Sleeping
2025-04-12 03:10,31.4,57.7,1858,Sleeping
2025-04-12 03:20,26.3,58.6,2080,Grooming
2025-04-12 03:30,27.6,60.3,1439,Sleeping
2025-04-12 03:40,25.0,61.6,1391,Sleeping
2025-04-12 03:50,26.1,60.5,1164,Sleeping
2025-04-12 04:00,28.5,57.9,2173,Sleeping
2025-04-12 04:10,25.7,62.7,1651,Grooming
2025-04-12 04:20,29.2,55.6,1852,Sleeping
2025-04-12 04:30,27.6,58.8,1460,Sleeping
2025-04-12 04:40,28.0,58.6,1113,Sleeping
2025-04-12 04:50,27.3,60.2,1255,Sleeping
2025-04-12 05:00,30.2,56.2,1887,Sleeping
2025-04-12 05:10,27.1,56.4,1378,Sleeping
2025-04-12 05:20,26.4,62.2,1695,Sleeping
2025-04-12 05:30,28.4,52.1,1471,Sleeping
2025-04-12 05:40,31.2,57.1,1712,Idle
2025-04-12 05:50,25.0,64.2,1612,Grooming
2025-04-12 06:00,29.1,67.1,1516,Grooming
2025-04-12 06:10,25.0,56.6,1855,Grooming
2025-04-12 06:20,26.7,60.3,1019,Eating
2025-04-12 06:30,30.7,54.6,2119,Grooming
2025-04-12 06:40,29.2,60.7,1071,Eating
2025-04-12 06:50,28.3,61.8,1819,Eating
2025-04-12 07:00,27.9,61.6,1392,Eating
2025-04-12 07:10,28.0,63.6,1380,Eating
2025-04-12 07:20,26.4,62.8,1516,Eating
2025-04-12 07:30,27.2,58.6,1938,Eating
2025-04-12 07:40,28.8,63.1,1753,Eating
2025-04-12 07:50,30.3,67.5,1100,Eating
2025-04-12 08:00,27.9,60.3,1191,Eating
2025-04-12 08:10,28.8,55.7,700,Eating
2025-04-12 08:20,27.6,58.9,1616,Eating
2025-04-12 08:30,29.8,59.9,1574,Eating
2025-04-12 08:40,30.7,60.7,1323,Eating
2025-04-12 08:50,29.8,62.9,1187,Eating
2025-04-12 09:00,28.0,61.5,2170,Grooming
2025-04-12 09:10,26.7,63.8,1378,Eating
2025-04-12 09:20,25.2,55.6,1266,Eating
2025-04-12 09:30,30.3,59.4,700,Eating
2025-04-12 09:40,31.4,59.4,1667,Grooming
2025-04-12 09:50,29.5,57.1,2630,Grooming
2025-04-12 10:00,27.8,62.7,2291,Idle
2025-04-12 10:10,29.5,62.4,1257,Running
2025-04-12 10:20,28.9,63.6,1276,Running
2025-04-12 10:30,27.0,55.2,1441,Running
2025-04-12 10:40,29.6,56.0,1378,Running
2025-04-12 10:50,27.8,65.2,1354,Grooming
2025-04-12 11:00,27.8,63.2,1217,Running
2025-04-12 11:10,28.0,61.9,2700,Eating
2025-04-12 11:20,28.7,54.4,2344,Eating
2025-04-12 11:30,27.5,57.9,1410,Running
2025-04-12 11:40,30.0,56.1,1357,Running
2025-04-12 11:50,29.4,61.1,920,Idle
2025-04-12 12:00,26.5,56.2,2074,Grooming
2025-04-12 12:10,28.6,57.5,1897,Running
2025-04-12 12:20,28.9,56.2,1633,Running
2025-04-12 12:30,29.7,50.8,1664,Grooming
2025-04-12 12:40,26.0,55.6,2011,Eating
2025-04-12 12:50,30.5,63.0,1626,Idle
2025-04-12 13:00,31.8,57.0,1339,Eating
2025-04-12 13:10,26.3,61.6,973,Idle
2025-04-12 13:20,29.3,63.5,2142,Grooming
2025-04-12 13:30,27.8,56.2,1854,Running
2025-04-12 13:40,26.0,58.8,1075,Running
2025-04-12 13:50,27.5,57.3,1551,Running
2025-04-12 14:00,26.4,55.0,2381,Idle
2025-04-12 14:10,28.1,61.0,1953,Running
2025-04-12 14:20,29.9,58.2,1675,Running
2025-04-12 14:30,27.2,55.1,1518,Running
2025-04-12 14:40,26.3,57.8,947,Idle
2025-04-12 14:50,25.2,51.9,1907,Eating
2025-04-12 15:00,25.4,57.5,700,Idle
2025-04-12 15:10,28.4,60.2,1302,Running
2025-04-12 15:20,27.9,57.2,700,Eating
2025-04-12 15:30,27.6,54.4,700,Grooming
2025-04-12 15:40,28.2,65.3,2181,Grooming
2025-04-12 15:50,28.0,50.0,1823,Eating
2025-04-12 16:00,29.4,59.6,2664,Idle
2025-04-12 16:10,30.7,60.7,1329,Eating
2025-04-12 16:20,25.0,56.5,2700,Grooming
2025-04-12 16:30,25.4,55.8,700,Idle
2025-04-12 16:40,27.2,66.1,1078,Eating
2025-04-12 16:50,25.9,57.5,1394,Idle
2025-04-12 17:00,25.9,56.7,1789,Running
2025-04-12 17:10,29.7,56.9,1627,Running
2025-04-12 17:20,25.0,55.5,2043,Running
2025-04-12 17:30,26.8,54.4,1741,Eating
2025-04-12 17:40,26.9,58.6,1475,Running
2025-04-12 17:50,28.2,59.7,1378,Running
2025-04-12 18:00,27.2,62.1,1678,Running
2025-04-12 18:10,31.7,59.6,917,Eating
2025-04-12 18:20,26.6,61.1,1642,Running
2025-04-12 18:30,25.6,64.2,1409,Eating
2025-04-12 18:40,30.1,62.3,1410,Running
2025-04-12 18:50,28.1,59.7,1533,Running
2025-04-12 19:00,30.6,57.4,1375,Running
2025-04-12 19:10,27.0,58.3,1471,Running
2025-04-12 19:20,25.0,56.4,1760,Eating
2025-04-12 19:30,27.1,62.4,1623,Running
2025-04-12 19:40,28.5,56.7,2062,Running
2025-04-12 19:50,29.0,58.7,1908,Running
2025-04-12 20:00,26.1,64.7,1800,Running
2025-04-12 20:10,26.7,60.3,1080,Running
2025-04-12 20:20,29.5,56.5,1310,Running
2025-04-12 20:30,29.7,63.8,1777,Running
2025-04-12 20:40,30.1,55.5,2162,Eating
2025-04-12 20:50,26.2,69.5,1716,Running
2025-04-12 21:00,30.1,61.6,1776,Grooming
2025-04-12 21:10,31.1,55.4,1469,Sleeping
2025-04-12 21:20,30.2,58.4,2166,Idle
2025-04-12 21:30,25.7,55.7,700,Sleeping
2025-04-12 21:40,27.4,59.5,1327,Sleeping
2025-04-12 21:50,25.6,65.2,1757,Grooming
2025-04-12 22:00,26.3,58.0,1357,Sleeping
2025-04-12 22:10,29.6,62.0,1222,Sleeping
2025-04-12 22:20,29.6,66.4,2249,Sleeping
2025-04-12 22:30,29.1,60.2,2047,Idle
2025-04-12 22:40,25.6,55.8,1447,Sleeping
2025-04-12 22:50,29.2,57.3,854,Idle
2025-04-12 23:00,29.4,62.0,2700,Grooming
2025-04-12 23:10,26.7,60.0,2548,Sleeping
2025-04-12 23:20,25.1,52.9,1468,Idle
2025-04-12 23:30,29.3,58.9,1841,Sleeping
2025-04-12 23:40,25.1,69.9,960,Grooming
2025-04-12 23:50,27.5,63.8,1682,Sleeping
2025-04-13 00:00,27.5,62.9,1447,Sleeping
2025-04-13 00:10,33.3,59.7,1599,Idle
2025-04-13 00:20,25.9,59.2,1757,Idle
2025-04-13 00:30,27.6,64.4,1472,Sleeping
2025-04-13 00:40,25.0,62.8,2249,Idle
2025-04-13 00:50,25.0,64.6,1970,Sleeping
2025-04-13 01:00,27.4,60.7,1772,Sleeping
2025-04-13 01:10,25.7,62.4,1265,Idle
2025-04-13 01:20,28.8,56.1,1672,Sleeping
2025-04-13 01:30,27.6,66.2,1049,Idle
2025-04-13 01:40,30.1,56.1,1605,Idle
2025-04-13 01:50,26.0,60.9,1946,Sleeping
2025-04-13 02:00,31.6,61.9,1234,Idle
2025-04-13 02:10,30.0,62.3,2519,Sleeping
2025-04-13 02:20,25.0,69.7,1265,Grooming
2025-04-13 02:30,29.5,58.0,971,Grooming
2025-04-13 02:40,29.0,61.5,1534,Sleeping
2025-04-13 02:50,29.2,55.5,1998,Sleeping
2025-04-13 03:00,29.6,63.3,1862,Sleeping
2025-04-13 03:10,28.5,64.0,1156,Sleeping
2025-04-13 03:20,27.7,57.5,1857,Sleeping
2025-04-13 03:30,29.8,58.7,1695,Sleeping
2025-04-13 03:40,25.6,61.6,1432,Grooming
2025-04-13 03:50,29.3,59.7,2048,Grooming
2025-04-13 04:00,29.5,60.0,1478,Sleeping
2025-04-13 04:10,31.4,62.3,2179,Grooming
2025-04-13 04:20,26.8,57.7,1590,Sleeping
2025-04-13 04:30,26.1,66.7,1150,Sleeping
2025-04-13 04:40,31.4,59.0,1448,Grooming
2025-04-13 04:50,32.2,59.1,1817,Grooming
2025-04-13 05:00,30.9,63.2,1966,Idle
2025-04-13 05:10,25.0,64.4,2103,Idle
2025-04-13 05:20,25.2,52.2,1267,Grooming
2025-04-13 05:30,27.8,56.3,1409,Sleeping
2025-04-13 05:40,27.8,62.6,926,Idle
2025-04-13 05:50,29.2,57.2,877,Sleeping
2025-04-13 06:00,31.3,61.2,1693,Eating
2025-04-13 06:10,26.7,58.2,1981,Eating
2025-04-13 06:20,29.6,64.0,1269,Eating
2025-04-13 06:30,29.2,58.4,1443,Eating
2025-04-13 06:40,25.3,58.4,1186,Eating
2025-04-13 06:50,26.3,66.6,803,Grooming
2025-04-13 07:00,29.3,57.3,2055,Eating
2025-04-13 07:10,28.4,58.5,1041,Eating
2025-04-13 07:20,25.0,68.5,2261,Grooming
2025-04-13 07:30,29.4,60.5,2252,Grooming
2025-04-13 07:40,25.0,56.6,853,Grooming
2025-04-13 07:50,26.2,60.3,700,Grooming
2025-04-13 08:00,27.7,56.9,2234,Grooming
2025-04-13 08:10,26.3,62.4,2097,Eating
2025-04-13 08:20,28.5,61.4,1298,Eating
2025-04-13 08:30,26.1,64.5,2116,Eating
2025-04-13 08:40,30.1,58.8,796,Eating
2025-04-13 08:50,25.7,54.5,1301,Grooming
2025-04-13 09:00,28.3,64.4,1734,Eating
2025-04-13 09:10,29.4,62.1,2190,Eating
2025-04-13 09:20,29.6,60.7,1388,Eating
2025-04-13 09:30,29.8,62.8,2328,Eating
2025-04-13 09:40,25.0,63.0,1401,Eating
2025-04-13 09:50,29.6,58.0,927,Eating
2025-04-13 10:00,27.2,53.4,1910,Eating
2025-04-13 10:10,29.7,58.7,2111,Idle
2025-04-13 10:20,30.7,59.2,1198,Idle
2025-04-13 10:30,28.0,57.5,2100,Grooming
2025-04-13 10:40,30.4,63.5,1622,Grooming
2025-04-13 10:50,31.4,57.8,1400,Eating
2025-04-13 11:00,26.5,60.1,738,Grooming
2025-04-13 11:10,25.1,57.4,700,Grooming
2025-04-13 11:20,28.5,64.6,2199,Grooming
2025-04-13 11:30,25.0,59.0,753,Grooming
2025-04-13 11:40,29.0,61.3,1463,Running
2025-04-13 11:50,28.5,59.1,1272,Running
2025-04-13 12:00,26.1,60.8,1404,Running
2025-04-13 12:10,28.4,61.2,1992,Running
2025-04-13 12:20,25.6,68.8,1457,Grooming
2025-04-13 12:30,30.4,64.0,2241,Idle
2025-04-13 12:40,25.3,64.8,828,Grooming
2025-04-13 12:50,25.3,53.6,700,Eating
2025-04-13 13:00,28.7,60.3,700,Grooming
2025-04-13 13:10,25.0,59.1,2172,Eating
2025-04-13 13:20,26.4,55.1,1441,Running
2025-04-13 13:30,25.6,56.0,1615,Eating
2025-04-13 13:40,25.9,58.6,1212,Grooming
2025-04-13 13:50,25.1,50.5,1470,Idle
2025-04-13 14:00,25.9,61.6,1654,Idle
2025-04-13 14:10,25.0,57.3,1790,Grooming
2025-04-13 14:20,31.1,56.5,1456,Eating
2025-04-13 14:30,30.4,67.9,1415,Grooming
2025-04-13 14:40,28.9,62.5,1588,Running
2025-04-13 14:50,29.8,50.0,1788,Grooming
2025-04-13 15:00,28.3,57.1,1415,Running
2025-04-13 15:10,28.9,59.2,1554,Running
2025-04-13 15:20,27.8,55.5,2082,Idle
2025-04-13 15:30,26.1,63.1,1545,Running
2025-04-13 15:40,31.4,62.3,1900,Idle
2025-04-13 15:50,29.7,50.2,1877,Idle
2025-04-13 16:00,28.1,68.3,1377,Eating
2025-04-13 16:10,27.7,61.9,1414,Running
2025-04-13 16:20,27.4,63.6,2173,Grooming
2025-04-13 16:30,29.5,61.4,2174,Grooming
2025-04-13 16:40,27.2,51.4,1066,Grooming
2025-04-13 16:50,29.8,64.0,934,Idle
2025-04-13 17:00,28.5,56.3,1495,Running
2025-04-13 17:10,29.4,56.6,1263,Running
2025-04-13 17:20,28.8,56.7,1502,Running
2025-04-13 17:30,30.5,62.6,2295,Eating
2025-04-13 17:40,29.0,61.6,1002,Running
2025-04-13 17:50,29.0,64.8,700,Running
2025-04-13 18:00,28.5,63.0,700,Running
2025-04-13 18:10,28.0,65.4,1514,Eating
2025-04-13 18:20,28.1,53.8,2092,Eating
2025-04-13 18:30,29.3,65.2,2700,Running
2025-04-13 18:40,26.0,63.9,1102,Running
2025-04-13 18:50,31.3,58.9,1518,Running
2025-04-13 19:00,31.4,57.6,1726,Eating
2025-04-13 19:10,25.5,56.7,1292,Running
2025-04-13 19:20,29.3,59.9,2034,Running
2025-04-13 19:30,25.0,70.0,1226,Eating
2025-04-13 19:40,27.8,62.7,2234,Running
2025-04-13 19:50,28.4,56.8,700,Eating
2025-04-13 20:00,25.1,60.9,1865,Running
2025-04-13 20:10,30.0,56.7,1621,Running
2025-04-13 20:20,30.8,52.2,2037,Running
2025-04-13 20:30,29.3,60.0,1470,Running
2025-04-13 20:40,29.2,62.4,1500,Running
2025-04-13 20:50,25.9,59.3,2025,Eating
2025-04-13 21:00,27.4,59.2,2346,Sleeping
2025-04-13 21:10,25.5,66.1,965,Idle
2025-04-13 21:20,27.9,59.2,1850,Sleeping
2025-04-13 21:30,34.2,50.9,1373,Grooming
2025-04-13 21:40,29.3,61.3,2195,Sleeping
2025-04-13 21:50,27.8,59.6,1281,Sleeping
2025-04-13 22:00,26.0,55.5,917,Idle
2025-04-13 22:10,27.8,56.3,2075,Sleeping
2025-04-13 22:20,30.7,60.9,1597,Idle
2025-04-13 22:30,28.9,66.2,806,Sleeping
2025-04-13 22:40,27.9,61.9,1501,Sleeping
2025-04-13 22:50,28.5,59.7,1298,Sleeping
2025-04-13 23:00,25.9,61.0,1904,Grooming
2025-04-13 23:10,26.7,56.9,1127,Sleeping
2025-04-13 23:20,26.2,65.9,2393,Idle
2025-04-13 23:30,25.4,60.0,2562,Grooming
2025-04-13 23:40,28.3,61.0,1030,Sleeping
2025-04-13 23:50,27.1,60.7,1157,Sleeping
2025-04-14 00:00,28.6,53.2,1779,Grooming
2025-04-14 00:10,26.9,60.1,1633,Sleeping
2025-04-14 00:20,26.8,59.1,1377,Sleeping
2025-04-14 00:30,28.0,67.0,1839,Sleeping
2025-04-14 00:40,27.4,62.3,1395,Sleeping
2025-04-14 00:50,28.3,59.6,1537,Sleeping
2025-04-14 01:00,29.6,55.1,1956,Sleeping
2025-04-14 01:10,28.5,61.6,1947,Sleeping
2025-04-14 01:20,27.2,65.6,1991,Idle
2025-04-14 01:30,27.9,58.5,1115,Sleeping
2025-04-14 01:40,27.1,68.7,2302,Grooming
2025-04-14 01:50,27.6,56.0,803,Idle
2025-04-14 02:00,25.0,63.0,2567,Sleeping
2025-04-14 02:10,31.0,53.5,1318,Grooming
2025-04-14 02:20,28.8,55.2,2316,Sleeping
2025-04-14 02:30,29.5,57.5,2014,Sleeping
2025-04-14 02:40,26.4,62.6,1723,Sleeping
2025-04-14 02:50,25.7,53.0,1900,Grooming
2025-04-14 03:00,30.9,56.0,1977,Idle
2025-04-14 03:10,25.8,61.2,1151,Grooming
2025-04-14 03:20,26.9,61.6,2141,Idle
2025-04-14 03:30,29.3,63.1,919,Idle
2025-04-14 03:40,25.1,59.0,1940,Grooming
2025-04-14 03:50,25.3,60.5,1549,Grooming
2025-04-14 04:00,27.5,55.3,1909,Sleeping
2025-04-14 04:10,29.3,58.9,1889,Sleeping
2025-04-14 04:20,28.9,59.2,1780,Sleeping
2025-04-14 04:30,29.0,58.6,1877,Sleeping
2025-04-14 04:40,30.9,59.6,947,Grooming
2025-04-14 04:50,30.6,61.9,1377,Sleeping
2025-04-14 05:00,25.7,63.1,984,Sleeping
2025-04-14 05:10,29.7,64.7,2700,Sleeping
2025-04-14 05:20,25.9,62.8,1573,Grooming
2025-04-14 05:30,31.7,62.5,700,Grooming
2025-04-14 05:40,26.4,58.2,2215,Sleeping
2025-04-14 05:50,27.2,64.8,1153,Sleeping
2025-04-14 06:00,26.6,63.4,2118,Eating
2025-04-14 06:10,28.5,54.2,1484,Eating
2025-04-14 06:20,29.8,64.4,2072,Eating
2025-04-14 06:30,30.2,63.5,1103,Grooming
2025-04-14 06:40,30.1,57.0,2220,Grooming
2025-04-14 06:50,28.1,64.7,1529,Eating
2025-04-14 07:00,25.0,59.4,2281,Eating
2025-04-14 07:10,31.0,61.0,1566,Grooming
2025-04-14 07:20,28.1,63.2,1947,Eating
2025-04-14 07:30,27.0,56.1,1577,Eating
2025-04-14 07:40,25.9,58.1,1617,Grooming
2025-04-14 07:50,29.6,54.6,1526,Grooming
2025-04-14 08:00,25.9,61.8,1790,Grooming
2025-04-14 08:10,33.2,66.3,1568,Eating
2025-04-14 08:20,25.0,58.5,2245,Grooming
2025-04-14 08:30,27.3,57.5,2388,Eating
2025-04-14 08:40,27.7,57.1,1428,Eating
2025-04-14 08:50,26.2,63.7,1978,Eating
2025-04-14 09:00,29.1,58.1,2059,Grooming
2025-04-14 09:10,28.3,61.6,1274,Eating
2025-04-14 09:20,27.9,57.3,1712,Eating
2025-04-14 09:30,30.2,63.7,1962,Eating
2025-04-14 09:40,28.4,62.7,1957,Eating
2025-04-14 09:50,28.6,60.9,1695,Eating
2025-04-14 10:00,28.6,57.7,1981,Running
2025-04-14 10:10,28.8,64.5,1928,Running
2025-04-14 10:20,28.4,61.5,1253,Running
2025-04-14 10:30,25.8,57.7,1300,Idle
2025-04-14 10:40,26.3,60.8,2448,Idle
2025-04-14 10:50,30.0,60.4,1446,Running
2025-04-14 11:00,29.7,65.0,1840,Running
2025-04-14 11:10,29.8,57.8,1104,Running
2025-04-14 11:20,25.1,59.7,1738,Eating
2025-04-14 11:30,29.6,62.4,1040,Running
2025-04-14 11:40,25.0,52.3,735,Idle
2025-04-14 11:50,25.0,63.8,827,Eating
2025-04-14 12:00,30.6,54.8,2067,Idle
2025-04-14 12:10,25.0,62.8,1524,Eating
2025-04-14 12:20,25.2,65.8,1594,Idle
2025-04-14 12:30,27.6,60.8,1432,Running
2025-04-14 12:40,26.7,52.8,1547,Eating
2025-04-14 12:50,26.7,55.2,2498,Eating
2025-04-14 13:00,28.8,60.1,1463,Running
2025-04-14 13:10,31.0,58.7,834,Idle
2025-04-14 13:20,25.0,65.6,700,Eating
2025-04-14 13:30,27.0,62.6,1438,Running
2025-04-14 13:40,25.0,61.8,2413,Idle
2025-04-14 13:50,25.9,61.6,1809,Grooming
2025-04-14 14:00,28.7,55.2,1682,Running
2025-04-14 14:10,27.8,65.2,2213,Eating
2025-04-14 14:20,27.2,60.8,2700,Grooming
2025-04-14 14:30,28.2,61.6,700,Idle
2025-04-14 14:40,28.9,56.3,1565,Running
2025-04-14 14:50,28.0,54.7,2054,Grooming
2025-04-14 15:00,26.8,55.7,1112,Running
2025-04-14 15:10,25.0,65.1,1830,Idle
2025-04-14 15:20,28.8,61.8,1487,Running
2025-04-14 15:30,33.1,65.2,2404,Eating
2025-04-14 15:40,28.3,50.0,2066,Idle
2025-04-14 15:50,28.3,66.3,2253,Grooming
2025-04-14 16:00,30.3,55.8,1285,Grooming
2025-04-14 16:10,27.9,57.3,1186,Running
2025-04-14 16:20,27.8,61.6,1656,Running
2025-04-14 16:30,25.0,63.1,2140,Eating
2025-04-14 16:40,29.7,57.6,2070,Idle
2025-04-14 16:50,28.8,55.7,2454,Eating
2025-04-14 17:00,29.9,67.7,1675,Running
2025-04-14 17:10,28.7,65.3,1194,Running
2025-04-14 17:20,27.7,62.9,2022,Eating
2025-04-14 17:30,27.2,62.4,700,Eating
2025-04-14 17:40,33.1,70.0,1545,Running
2025-04-14 17:50,26.0,63.2,1994,Running
2025-04-14 18:00,28.7,66.7,1359,Running
2025-04-14 18:10,25.0,56.7,1403,Eating
2025-04-14 18:20,25.0,63.2,1412,Running
2025-04-14 18:30,26.1,62.1,2575,Eating
2025-04-14 18:40,28.1,54.7,1689,Running
2025-04-14 18:50,29.2,57.9,1747,Running
2025-04-14 19:00,27.5,63.0,1310,Running
2025-04-14 19:10,31.3,60.8,1661,Eating
2025-04-14 19:20,26.2,63.6,955,Running
2025-04-14 19:30,27.3,63.3,1190,Running
2025-04-14 19:40,26.5,53.2,2278,Eating
2025-04-14 19:50,27.6,66.2,2074,Running
2025-04-14 20:00,27.1,63.6,1674,Running
2025-04-14 20:10,29.2,57.5,1887,Running
2025-04-14 20:20,27.8,60.7,1626,Running
2025-04-14 20:30,27.8,57.5,2570,Eating
2025-04-14 20:40,27.5,58.6,2700,Running
2025-04-14 20:50,29.3,57.5,1544,Running
2025-04-14 21:00,25.4,54.7,1866,Sleeping
2025-04-14 21:10,27.4,59.6,2568,Grooming
